Tweets	Country	Compound	Analysis
Bronwyn waiting for symptoms of a blood clot after her vaccine 	GB	0.0	Neutral
 Hubby had a fall, banged his head. If I had taken advise from GP he would not be here today. After so ma… 	GB	0.0	Neutral
__020 As with flu jabs , you have one every year. Covid will be this now! But with flu jabs you had to be old… 	GB	-0.6696	Negative
  A 16 year old on our unit was sent to hospital because they overdosed her with Closapine a… 	GB	0.0	Neutral
" ""extremely rare blood clot"" wasn't cutting it any more"	GB	0.0951	Positive
I wish the UK and world events of the last 5 years had not happened. It's brought out the very worst people, enabli… 	GB	-0.4005	Negative
    His club dr has said fuck all. Find a direct quote from a credible… 	GB	-0.5423	Negative
I had a blood clot post vaccine, thousands have, and there is particular data now on heart inflammation in fit youn… 	GB	0.3612	Positive
 Ffs it wasn’t a blood clot or a heart attack but a cardiac arrest - learn the difference. Also, if yo… 	GB	-0.7615	Negative
 Could of been a blood clot in the brain ? Could of been anything ?	GB	0.0	Neutral
   Mate, same as. Sepsis, blood clot, phenomena, liver or kidney failure and strokes.	GB	-0.5106	Negative
  My cousin early 40’s developed a blood clot… fit and healthy pensioner I know has a stroke… makes you wonder 🤔	GB	0.6369	Positive
    Vaccine blood clot	GB	0.0	Neutral
         Maybe you misse… 	GB	0.0	Neutral
_forum I hope it wasn't a blood clot from a vaccine	GB	0.4404	Positive
@_Jacob2001_   I thought Astra Zeneca was the blood clot vaccine?How do you know which vaccin… 	GB	0.0	Neutral
I got AZ this time because I had my first dose before the blood clot announcement. Thoughts - When it comes to ge… 	GB	0.0	Neutral
Died from a rare blood clot.How many people have to die from the same thing before they stop saying its rare.On… 	GB	-0.8658	Negative
  Was it a blood clot?It needs to stop now.	GB	-0.296	Negative
Thank heavens Christian Erikson looks as though he’ll be OK. It’s been quite a traumatic week. I never said, but my… 	GB	0.2663	Positive
 A friend of mine I saw today is just out of hospital. Had his 2nd vaccine and a week later he’s got a… 	GB	0.4939	Positive
Oh dear BLOOD Clot fear for the doubled jabbed to fly in Europe .. but THEY promised you holidays …. 	GB	0.7469	Positive
COVER THIS TOO. I nearly died from a bloodclot post AZ vax. I couldn't contact a GP. Again and again I asked for a… 	GB	-0.5574	Negative
 Oh didn’t know about Ken’s blood clot. Hope he’s doing ok. With home crowd support at Wimbledon, anything can happen 	GB	0.7783	Positive
  Hi there, I'm desperately trying to switch my second dose to an MRNA vaccine after having… 	GB	-0.3818	Negative
   Sorry for your loss but just pointing out the vaccine probably didn’t cause… 	GB	-0.2023	Negative
Had to see the Dr today.  She tills me that I don’t have a Astra Zeneca blood clot but that my leg problem is ‘mech… 	GB	-0.5499	Negative
Mate I have a viral infection and I blew my nose and the biggest blood clot came out I just need to know can I blow… 	GB	0.0	Neutral
3 months since I was  ICU after my emergency treatment to destroy a blood clot resting on my heart.… 	GB	-0.7269	Negative
      Really concerning. I know more peopl… 	GB	0.0	Neutral
_music     What if you knew that saying it with whatever deg… 	GB	0.0	Neutral
"Latest reported tally of bad reactions to the ""jabs"" is 255,961. That includes 66 blood clot deaths that they admit… "	GB	-0.5423	Negative
Another rare blood clot: Italy halts AstraZeneca vaccine for under-60s 	GB	0.0	Neutral
  Hey Ive has the jab because it seemed the right thing to do as the same as the other 30m… 	GB	0.0	Neutral
 Yep my cousin developed a blood clot in leg	GB	0.296	Positive
 Suspected blood clot in my chest, but everything is all good!!	GB	0.6103	Positive
 Was it a brain haemorrhage caused by a blood clot?	GB	0.0	Neutral
  I understand that. I just wish they'd break the data down by age/gender categories, into ri… 	GB	0.4019	Positive
  I am actually happy with how they handled the blood clot issues with AZ- results were published,… 	GB	0.5719	Positive
At 5 with Michael - Italy will no longer give the Oxford-AstraZeneca coronavirus vaccine to people under 60, after… 	GB	-0.296	Negative
 Wait that's Anarkali after she had a blood clot from Oxford Astrazenica ۔۔۔	GB	0.0	Neutral
 Because we're scared and nobody is talking to us about the blood clot concerns? Maybe a small part of… 	GB	-0.4404	Negative
_sb_ And yet 2.26 billion people have had a vaccine against Covid 19, how many people have had a blood clot?	GB	0.0	Neutral
An 18-year-old woman died at Genoa's San Martino hospital on Thursday after suffering a blood clot following vaccin… 	GB	-0.7717	Negative
 There's a compromise: mRNA first jab, AZ second. I bet this reduces blood clot risk by more than 50%, give… 	GB	-0.2732	Negative
  I don’t disagree, Jim, but I don’t think being fed numbers of cases with no context by… 	GB	-0.5574	Negative
for the 'Blood clot scare'; very interesting! 	GB	0.5081	Positive
'Woman dies from blood clot after Covid jab'	GB	0.0	Neutral
'52-year-old woman has died after developing a rare blood clot'	GB	-0.5574	Negative
 @_ToddGillespie UK needs to allow under 40s who received a first AZ vaccination prior to stopping for bloo… 	GB	0.0772	Positive
Will you please give us honest figures for vaccine side-effects &amp; real mortality figures BECAUSE of covid not with… 	GB	0.6808	Positive
I have familial hypocholesterolemia, I had a blood clot post AZ. More information on this if you have it Francis pl… 	GB	0.0	Neutral
Why is there no mention of what this poor man died of? Was it vaXc related? Was it a blood clot or heart-attack? On… 	GB	-0.874	Negative
This multi-centre observational pilot study explores the use of whole blood clot (WBC) therapy on hard-to-heal… 	GB	0.0	Neutral
Approached the Daily Mail yesterday in relation to my blood clot issue &amp; the reporter who was VERY interested, inte… 	GB	0.5756	Positive
Young people dying like this , in Italy . Heartbreaking . Blood clot  From la repubblica the main newspaper 	GB	-0.128	Negative
 Once you get below 30 however the risks aren't lower, because the AZ blood clot risk goes up but mainly… 	GB	-0.167	Negative
I did a quick rough calculation tonight - there have been 101 COVID deaths in under 40s with no underlying health c… 	GB	-0.296	Negative
News just breaking and just as we conspiracy correctists said.Spain and Russia warning double vaccinated passenge… 	GB	-0.7003	Negative
The reason I'm so keen to see UK data on age/gender/vaccine received breakdown versus TTS (blood clot) cases is tha… 	GB	0.5009	Positive
  He died whilst on a aeroplane apparently it was a blood clot that moved from his leg to… 	GB	-0.5574	Negative
_covid   Please consider running a poll on my suggestion (authorise mRNA first dose,… 	GB	0.3182	Positive
Currently at RVI Newcastle A&amp;E and there's a girl here with a blood clot in her foot after the vaccine. Madness. Th… 	GB	-0.4404	Negative
"As someone who had a ""million to one chance"" blood clot post AZ vax, I'm determined to tell my story &amp; to inform ot… "	GB	0.5267	Positive
Not heard from Talk Radio yet, although they said they wanted to interview me about my blood clot after the Astra Z… 	GB	0.0	Neutral
 Thank you. ❤ I've never lost a cat so young before. He had heart disease, probably genetic, and had alrea… 	GB	0.5365	Positive
RARE? I shed skin on my forearm (bit like sunburn except I hadn't been in the sun) after the Oxford vaccine which p… 	GB	0.3612	Positive
  yes of course.  why are you so surprised?  you don't believe all that blood clot… 	GB	0.6359	Positive
 If I’m made to take a vaccine. I will seek compensation if anything goes wrong. If I die of a blood clot… 	GB	-0.7906	Negative
Thread ⬇️ I find this quite convincing that AZ should be given out to under-40s again - especially now that we've g… 	GB	0.4576	Positive
'Woman says blood clot after Covid jab was diagnosed as anxiety three times: A woman claims she almost died followi… 	GB	-0.6133	Negative
 #NHS111First does not work.  My aunt had a blood clot on the brain and was told to take paracetamol… 	GB	0.0	Neutral
 What's your view on a Covid vaccination regime of mRNA first, AZ second for under-40s? Would this c… 	GB	0.0	Neutral
_foxgirl  took AZ because the blood clot risk wasn't widely known before hand (aka I didn't know… 	GB	0.2732	Positive
Another rare blood clot 	GB	0.0	Neutral
In December I had bags draining fluid from cysts around my stomach. I had a pseudocysts on top of my pancreas &amp; I h… 	GB	0.2023	Positive
Another one, Exeter, Devon, woman dies of blood clot after jab.	GB	0.0	Neutral
 Before you and I had the AZ jab you couldn't pick up a paper or turn on the TV without blood clot news.… 	GB	0.0	Neutral
This is why Norway is still saying no to the AstraZeneca-vaccineNorwegian experts are confident that the rare blo… 	GB	0.25	Positive
‘Extremely rare’: Australia records second death ‘likely linked’ to AstraZeneca vaccine blood clots | Health | The… 	GB	-0.5994	Negative
Exeter woman dies of blood clot shortly after receiving Covid jab - Devon Live 	GB	0.0	Neutral
Exeter woman dies of blood clot shortly after receiving AstraZeneca Covid vaccine	GB	0.0	Neutral
For any blood clot sufferers like myself and you’ve had the #astrazenecavaccine .. please keep hydrated, move lots… 	GB	0.1027	Positive
Exeter woman dies of blood clot shortly after receiving Covid jab 	GB	0.0	Neutral
  Harmful??Astra zeneca has been harmul so far. Nobody got a blood clot from taking zinc and vitamins just yet.	GB	0.0	Neutral
 The BBC is one Big Blood Clot to truth, transparency and trust.	GB	0.6808	Positive
Woman dies of blood clot shortly after receiving AZ jab but 'the benefits outweigh any risks' says the Regulator.… 	GB	0.1901	Positive
_2020 So you put together jab and blood clot = death. Do you know that's what killed him or have you just jumped to that conclusion.	GB	-0.8555	Negative
 Two weeks later 83 year old dad rushed to hospital with a blood clot on the lung.	GB	0.0	Neutral
Another extremely rare blood clot 	GB	0.0	Neutral
'Exeter woman dies of blood clot shortly after receiving Covid jab'	GB	0.0	Neutral
   But you are at more risk of dying from a blood clot than you are from c… 	GB	-0.3384	Negative
_Hole_Sun    Im 38 my calculated risk from dying of covid (via gov a… 	GB	-0.2732	Negative
 1174  in some page , n differnt terms and this for all to avoid the risk of the tranform of… 	GB	-0.5106	Negative
Oxford/AstraZeneca in regarding to this to have blood clot we talked about history diseases and its correct and we… 	GB	0.0	Neutral
Are you 100% sure that a healthy child, with little or no risk from Covid, will not develop a rare blood clot or ha… 	GB	0.3054	Positive
Researchers from  and  have designed drug delivery nanocapsules that could reduce the… 	GB	0.0	Neutral
3/ I don't personally buy into the assumption that my response to the blood clot issue with AstraZeneca vaccine is… 	GB	0.0	Neutral
 The risk of a blood clot compared to the risk from COVID is infinitesimal. Give your head a wobble. You'll be fine.	GB	-0.34	Negative
   The blood clot issue is being taken very seriously, but the risk of clots k… 	GB	-0.4848	Negative
 Pregnancy doesn’t even guarantee a baby at the end. I don’t have one of my Fallopian tube due to an ectop… 	GB	0.25	Positive
   How many of us cross the road each day in spite of the chances of getting ru… 	GB	-0.3818	Negative
  The benefit to doing it now is that we could accelerate the rate of giving first jabs if w… 	GB	0.6597	Positive
Balled my eyes out at AZ vaccine #2 today. Some combo of heat/ pollen/ blood clot headlines/ variants/ glimpse of n… 	GB	0.0	Neutral
Told 3 wks ago. All  worry about is protecting own arse. Still not letting me get local, rushing 20s ag… 	GB	-0.4404	Negative
_ I would say I took the first (AZ) jab then developed multiple bilateral blood clot in my lungs and… 	GB	0.0	Neutral
  Yes the vaccine works, well it’s certainly stopped many people from being able to pass the… 	GB	0.6486	Positive
  Fortunately the actual death rate, which is from the AZ, as there is no blood clot risk fro… 	GB	-0.802	Negative
_marston Still vaguely hoping i get the AZ just to die of a blood clot and blame my brother on my gravestone	GB	-0.6369	Negative
 The shit will hit the fan when one kid dies of a blood clot !!! it's just not worth the risk with kids, DON'T DO IT !!!	GB	-0.5139	Negative
"[to the tune of Mambo No. 5 by Lou Bega]  ""A little bit of vaccine in my arm / A little bit of blood clot in my le… "	GB	-0.296	Negative
 I share your love &amp; pain for your babies I have Bella my chi, I did have a little boy tigger (cat) he… 	GB	0.4767	Positive
  Yes Jac I’m doing ok sweetheart I’m just going for my INR blood test to see how my blood are… 	GB	0.8481	Positive
    Lisa Shaw was in the news after dying of a blood clot… 	GB	0.0	Neutral
  Gaslighting is a form of abuse and that’s exactly what an abuser does  The truth is wh… 	GB	-0.7579	Negative
  I don’t want to jeopardise my fertility or have a blood clot. No, you’re not fine. Get down the gym.	GB	-0.3595	Negative
    And I’m sure the family of Lisa Shaw BBC presenter wh… 	GB	0.3182	Positive
AstraZeneca was given to my dad now he’s in hospital with a blood clot on his lungs and has COPD anyway....went to… 	GB	0.0	Neutral
"""This promising work paves the way for safer delivery of drugs with otherwise harmful side effects"" Professor Simon… "	GB	0.6705	Positive
   _ITV What worries me more, what if I die of a blood clot ca… 	GB	-0.7884	Negative
. Just wanted to say you might have helped save my life today. Had a small pain in my chest, so inst… 	GB	-0.0258	Negative
Firstly I have TTP Thrombotic Thrombocytopenic Purpura: essentially it means my blood didn’t clot and I have low pl… 	GB	-0.2732	Negative
If a blood clot came out my breast while I was breast feeding, that is now a formula fed child	GB	0.0	Neutral
_Perkins1  The big problem with myocarditis is it frequently isn’t an instantaneous or quickl… 	GB	-0.4019	Negative
It was nice to hear that the intimacy advisor was proud of the  'period drama' that she worked on, but blood clot d… 	GB	0.4497	Positive
I’ve had a constant headache and GP has sent me to A and E for a blood test. Hopefully I haven’t got a blood clot f… 	GB	0.4019	Positive
Take risks with your own life - never your children’s. I would consider deeply if you were thinking of vaccinatio… 	GB	-0.2732	Negative
 _glover89 _Stanley _Reynolds_ Takes more than a blood clot to take me down.	GB	0.0	Neutral
  What a relief! As long as you didn't tell him to have a J&amp;J vaccine without mentio… 	GB	0.5255	Positive
" That 18 year old: ""I don't want to know"". There's the future for you, with all its arrogance! Is thi… "	GB	-0.6012	Negative
It was me, I was the one shot!Second AZ jab down! Time to roll that blood clot roulette. ☠️  	GB	0.0	Neutral
" Can you choose the side effect you've had?""I've got a blood clot from my AZ vaccine""""I died from my covid vaccine"""	GB	-0.5574	Negative
Why was the ‘balance of risk’ approach taken when weighing up blood clot risk vs vaccination benefit, but the… 	GB	0.1154	Positive
AstraZeneca vaccine: Mortality rate of rare blood clot condition linked to AZ shot down sharply  via 	GB	0.0	Neutral
   Childish comments aside (they do you no favours),you are saying yo… 	GB	-0.5267	Negative
 I think they may be angry and embarrassed by what they have done, my friend age 39 had the jab, even a… 	GB	-0.3818	Negative
In partnership with Marathon Medical, the geko ™ device has now been included on the Veterans Administration Federa… 	GB	0.0	Neutral
  And people whom are blind. My auntie lost her vision due to a blood clot on brain and lo… 	GB	-0.4588	Negative
Nanocapsules could reduce blood clot drug side effects  #innovation #engineering #technology 	GB	0.0	Neutral
   We are being asked to choose between higher risk of getting COVID (if we a… 	GB	-0.2732	Negative
 _1970        Fr… 	GB	0.0	Neutral
  They can have it. An alternative was to be offered if it it could. Otherwise AZ wo… 	GB	0.0	Neutral
The only problem with the AstraZeneca vaccine is every twinge in my body I’m convinced is a blood clot on its way to kill me	GB	-0.6908	Negative
   @_LiveLoveSimply   I too know at least one pers… 	GB	0.0	Neutral
 It’s just because the blood clot stuff developed after I’d had my first dose and I’m not at all comf… 	GB	0.0	Neutral
    I dont think the vaccination is harmful in general, despite… 	GB	0.0	Neutral
Chile halts second dose, ups minimum age for AstraZeneca vaccine after blood clot report 	GB	0.0	Neutral
 Thanks! I have seen that too! I have therapy through Anxiety UK, but I think, unfortunately, only a spe… 	GB	-0.4738	Negative
Aspirin can help prevent a heart attack or clot-related stroke by interfering with how the blood clots	GB	-0.0772	Negative
 No, I'm under 40 and had a first dose Astrazeneca, but there's since been a lot more info on the blood… 	GB	-0.1531	Negative
I attempted to contact  after I was told they quoted me concerning my blood-clot, but I have heard nothing… 	GB	0.0	Neutral
  So even at 13.2 per million the risk of blood clot is alot lower than other risks peop… 	GB	-0.6597	Negative
...intense headaches from stress, but otherwise very rarely. How would you even know the difference between vaccine… 	GB	-0.2263	Negative
I hate it that I've had the stupid bloody blood clot vaccine and nobody in the system gives a shit about this issue	GB	-0.9274	Negative
 My volunteer consent-taker said that symptoms are usually less with the 2nd, as are the blood clot… 	GB	0.0	Neutral
  _Lawes _ Great to see you safe and well Tom. If there’s anything I… 	GB	0.8442	Positive
Wow-vaccinated two weeks before against a virus that posed no appreciable threat to him-of course it will never be… 	GB	-0.6808	Negative
 Given each player is a huge investment, how could their trainers allow their charges to have an experi… 	GB	0.2732	Positive
    1/ I'm actively involved in UK vaccination and clinical ethics P… 	GB	0.3182	Positive
UK could allow vaccinated passengers to travel from the end of June after G7 talks  The da… 	GB	0.2263	Positive
But the ability to stimulate massive autoimmunity/cytokine storm and initiate thrombosis may have been added as well.	GB	0.6486	Positive
  Ffs the needle is the last thing that should be worrying you. Brain bleeds,Thrombosis, pe… 	GB	-0.7351	Negative
 Hmm true. The odds are quite low though but one thing though that we don't hear much about is how cov… 	GB	0.0525	Positive
